annotater_id	table_id	hypothesis	label
GW31	T1563	John Carter wurde von DC Comics entworfen.	C
GW4	T1563	John Carter, Warlord of Mars lief über zwei Jahre.	E
GW4	T1563	John Carter, Warlord of Mars hatte jedes Jahr einen neuen Comic.	N
GW4	T1563	John Carter, Warlord of Mars wird noch heute produziert.	C
GW74	T1565	John Fogerty begann seine Karriere, nachdem er 23 Jahre alt wurde.	E
GW74	T1565	John Fogerty spielte Gitarre mit Creedence Clearwater Revival.	N
GW74	T1565	John Cameron Fogerty spielte im Alter von 18 Jahren professionell Musik.	C
GW0	T1565	John Fogerty wurde an der Westküste der USA geboren.	E
GW0	T1565	John Fogerty ist bekannt für seine Arbeit mit Creedence Clearwater Revival	N
GW0	T1565	John Fogerty ist während seiner gesamten Karriere bei einem Label unter Vertrag geblieben.	C
GW4	T1565	John Fogerty benutzt seinen richtigen Namen für seinen Künstlernamen.	E
GW4	T1565	John Fogerty hat mehrere Auszeichnungen für seine Musik gewonnen.	N
GW4	T1565	John Fogerty spielt seit seinem Alter von 21 Jahren.	C
GW0	T1570	Joy Villa ist seit über zwei Jahren verheiratet.	E
GW0	T1570	Joy Villa schreibt alle ihre eigenen Lieder.	N
GW0	T1570	Joy Villa wurde im Herbst geboren.	C
GW1	T1570	Joy Villa hat im Frühling einen Geburtstag.	E
GW1	T1570	Joy Villa war schon immer Republikanerin.	N
GW1	T1570	Joy Villa hat seit über 2 Jahrzehnten eine aktive Karriere.	C
GW14	T1570	Joy Villa hat eine ununterbrochene Musikkarriere für die meisten des Jahrhunderts gehabt, bisher.	E
GW14	T1570	Joy Villa wurde Republikanerin, als sie Thorsten Overgaard traf.	N
GW14	T1570	Fans von Joy Villa können keine Hinweise auf sie auf einer offiziellen Website finden.	C
GW28	T1572	Somerset, England wurde mit der Geburt von Sir John Harington im Jahre 1560 gesegnet.	E
GW28	T1572	Die Ehe zwischen Sir John Harington und Mary Rogers produziert drei Mädchen und sechs Jungen.	N
GW28	T1572	Der Tod erreichte schließlich Sir John Harington im 16. Jahrhundert.	C
GW6	T1572	Isabella Markham hatte mindestens neun Enkelkinder.	E
GW6	T1572	Kit Harington ist der Neffe von Isabella Markham.	N
GW6	T1572	Sir John Harington starb Tausende von Meilen von seinem Geburtsort entfernt.	C
GW74	T1572	Sir John Harington war ein Kind, als er getauft wurde.	E
GW74	T1572	Sir John Harington hatte 9 Kinder mit Mary Rogers.	N
GW74	T1572	Sir John Harington starb in einer anderen Stadt, als wo er geboren wurde.	C
GW74	T1577	Jessica Chastain heiratete Gian Luca Passi de Preposulo im selben Jahr wurde sie 40 Jahre alt.	E
GW74	T1577	Jessica Chastain und Gian Luca Passi de Preposulo haben ein Kind zusammen.	N
GW74	T1577	Jessica Chastain wohnt in derselben Stadt, in der sie geboren wurde.	C
GW14	T1577	Jessica Chastain wurde über 2.000 Meilen von ihrem jetzigen Wohnsitz entfernt geboren.	E
GW14	T1577	Jessica Chastain hat mehr als einen Film produziert.	N
GW14	T1577	Jessica Chastain heiratete im 20. Jahrhundert.	C
GW1	T1577	Die zweite Hälfte des 20. Jahrhunderts ist, als Jessica Chastain geboren wurde.	E
GW1	T1577	Der Vater von Jessica Chastains Kind ist auf jeden Fall Gian Luca Passi de Preposulo.	N
GW1	T1577	Die Karriere von Jessica Chastain geht seit mehr als 20 Jahren.	C
GW2	T1578	John Lydon ist ein Musiker, der seit über 40 Jahren auftritt.	E
GW2	T1578	Johnny Rotten war in den Sex Pistols und war die Hauptrolle in 4 Filmen.	N
GW2	T1578	Johnny Rotten lebt auf der südlichen Hemisphäre.	C
GW28	T1578	John Lydon ist ein musikalischer Instrumentalist.	E
GW28	T1578	John Lydon war ein Musiker, der mit den Sex Pistols auf der ganzen Welt auftrat.	N
GW28	T1578	John Lydon ist seit seinen Teenagern aktiv.	C
GW74	T1578	John Lydon begann seine Karriere, nachdem er 18 Jahre alt war.	E
GW74	T1578	John Lydon spielte Gitarre für die Sex Pistols.	N
GW74	T1578	John Lydon begann seine Karriere mit 15 Jahren.	C
GW31	T1579	John Denver war ein Sänger Songwriter, in dessen Musik im Stil von Folk Rock und Soft Rock war.	E
GW31	T1579	John Denver sang und spielte Gitarre auf allen seinen Alben.	N
GW31	T1579	Cass Elliot war eine von John Devers Ehefrauen	C
GW0	T1579	John Denver spielte im selben Jahr wie sein Tod.	E
GW0	T1579	John Denvers Asche war in Montana verstreut.	N
GW0	T1579	John Denver wurde an der Ostküste geboren.	C
GW84	T1579	John Denver ist bei seinem Vornamen.	E
GW84	T1579	John Denver wurde bei RCA unter Vertrag genommen, bevor er bei Mercury unterschrieb.	N
GW84	T1579	John Denver war noch verheiratet, als er starb.	C
GW84	T1581	Jewel war mehr als fünf Jahre verheiratet.	E
GW84	T1581	Jewel war älter als ihr Ex-Mann Ty Murray.	N
GW84	T1581	Jewel lebt in dem Zustand, in dem sie geboren wurde.	C
GW1	T1581	Jewel ist seit über zwei Jahrzehnten in der Musik tätig.	E
GW1	T1581	Ty Murray ist der Vater von Jewels Kind.	N
GW1	T1581	Jewel war über ein Jahrzehnt verheiratet.	C
GW88	T1581	Jewel hat sich in den Vereinigten Staaten ein wenig bewegt und mehrere verschiedene Staaten ihre Heimatstadt an der einen oder anderen Stelle genannt.	E
GW88	T1581	Jewel ist ein meistverkaufter Künstler in mehreren Ländern.	N
GW88	T1581	Jewel hat immer nur Solo-Popmusik gemacht.	C
GW80	T1582	Johnny Hallyday war ein Rock-and-Roll-Sänger mit vier Ex-Frauen.	E
GW80	T1582	1959 wurde Johnny Hallyday zum ersten Mal von Universal unter Vertrag genommen.	N
GW80	T1582	Im Jahr 2017 starb Johnny Hallyday in Saint BarthŽlemy, Frankreich.	C
GW89	T1582	Johnny Hallyday wurde in Paris geboren.	E
GW89	T1582	Johnny Hallyday lebte den größten Teil seines Lebens in Paris.	N
GW89	T1582	Johnny Hallyday starb in London.	C
GW28	T1582	Johnny Hallyday war ein französischer Entertainer.	E
GW28	T1582	Johnny Hallyday war mit männlichen Kindern und Enkeln verheiratet.	N
GW28	T1582	Johnny Hallyday war seit seinen zwanziger Jahren aktiv.	C
GW40	T1583	Jeet Kune Do ist auch bekannt als JKD, Jun Fan Jeet Kune Do, und ___.	E
GW40	T1583	Jeet Kune Do war ein Hybrid von Bruce Lee.	N
GW40	T1583	Jeet Kune Do ist eine bestimmte Art von Kampfkünsten, die sehr streng ist und man kann sie nicht an seinen eigenen Stil anpassen.	C
GW4	T1583	Jeet Kune Do vereint viele verschiedene Stile zu einer Kampfkunst.	E
GW4	T1583	Jeet Kune Do ist seit Jahrzehnten in der Praxis.	N
GW4	T1583	Jeet Kune Do wurde nie von Bruce Lee unterrichtet.	C
GW1	T1583	Jeet Kune Do kombiniert mehrere Arten von anderen Kampfkunst-Stile.	E
GW1	T1583	Bruce Lee galt immer als der Beste bei Jeet Kune Do.	N
GW1	T1583	Jeet Kune Do war unter keinem anderen Namen bekannt.	C
GW86	T1585	Jeff Hardy ist seit über 25 Jahren ein professioneller Ringer.	E
GW86	T1585	Jeff Hardy hat eine Tochter.	N
GW86	T1585	Jeff Hardy ist ein Einzelkind.	C
GW84	T1585	Jeff Hardy kämpft seit den 1990er Jahren.	E
GW84	T1585	Jeff Hardy hat nur einen Bruder, Matt.	N
GW84	T1585	Jeff Hardy ist unter sechs Fuß groß.	C
GW85	T1585	Jeff Hardy ist ein sehr großer Mann.	E
GW85	T1585	Jeff Hardy ist seit Jahren ein Rockstart.	N
GW85	T1585	Jeff Hardy ist tot.	C
GW4	T1587	Jim Mattis wurde von Donald Trump ernannt.	E
GW4	T1587	Jim Mattis hatte mehr als einen Deputy.	N
GW4	T1587	Jim Mattis wurde nie vom Kongress genehmigt.	C
GW74	T1587	Jim Mattis diente unter Donald Trump für weniger als 2 Jahre.	E
GW74	T1587	Robert O. Work wurde im Januar 2017 zum Stellvertreter von Jim Mattis ernannt.	N
GW74	T1587	Patrick M. Shanahan folgte Jim Mattis im November 2018.	C
GW14	T1587	Jim Mattis Nachfolger war jemand, der für ihn als Deputy arbeitete.	E
GW14	T1587	Donald Trump kannte Jim Mattis in der Schule.	N
GW14	T1587	Jim Mattis ist seit zehn Jahren im selben Büro.	C
GW84	T1588	Junichi Masuda arbeitet seit dreißig Jahren.	E
GW84	T1588	Junichi Masuda spielt seit vierzig Jahren Klavier.	N
GW84	T1588	Junichi Masuda wurde in den USA geboren.	C
GW1	T1588	Junichi Masuda wurde in der zweiten Hälfte des 20. Jahrhunderts geboren.	E
GW1	T1588	Junichi Masuda hat immer in Japan gelebt.	N
GW1	T1588	Die Karriere von Junichi Masuda geht seit über 35 Jahren	C
GW68	T1588	Junichi Masuda hat als Videospielkomponist gearbeitet und manchmal Klavier gespielt.	E
GW68	T1588	Er verließ Japan, um drei Jahre als Designer in Taiwan zu arbeiten.	N
GW68	T1588	Im Alter von 19 Jahren wurde er im Beruf eines Programmierers tätig.	C
GW77	T1589	Dieses Album wurde 1975 auf dem ABC-Label veröffentlicht	E
GW77	T1589	Jazz Rock war ein neues Musikgenre, als dieses Album 1975 veröffentlicht wurde.	N
GW77	T1589	Gary Katz war der Ingenieur auf diesem Album auf dem NBC-Label.	C
GW1	T1589	Katy Lied kam im Frühjahr 1975 heraus.	E
GW1	T1589	Der ursprüngliche Produzent von Katy Lied war nicht Gary Katz.	N
GW1	T1589	Das Hören auf Katy Lied dauert mehr als eine Stunde.	C
GW84	T1589	Katy Lied hat eine Laufzeit von über einer halben Stunde.	E
GW84	T1589	Die meisten von Katy Lied wurde 1974 aufgenommen.	N
GW84	T1589	Katy Lied wurde an der Ostküste aufgenommen.	C
GW84	T1590	Johnny Mathis singt seit über fünfzig Jahren.	E
GW84	T1590	Johnny Mathis wurde zum ersten Mal bei Mercury unter Vertrag genommen.	N
GW84	T1590	Johnny Mathis starb im Alter von 80 Jahren.	C
GW1	T1590	Der Herbst 1935 ist, als Johnny Mathis geboren wurde.	E
GW1	T1590	Johnny Mathis machte mehr Musik auf dem Mercury-Label als Fontana.	N
GW1	T1590	Johnny Mathis hat seit über 65 Jahren eine aktive Karriere.	C
GW86	T1590	Johnny Mathis ist mit mehr als einem Musikstil assoziiert.	E
GW86	T1590	Johnny Mathis lebt derzeit in Texas.	N
GW86	T1590	Johnny Mathis verbrachte seine gesamte Karriere bei einer Plattenfirma.	C
GW4	T1595	John Frusciante begann als 18-Jähriger professionell aufzutreten.	E
GW4	T1595	John Frusciante begann zu singen, bevor sie Gitarre lernten.	N
GW4	T1595	John Frusciante ist bekannt für Popmusik.	C
GW85	T1595	John Anthony Frusciante war eine große Perücke in der Musikwelt.	E
GW85	T1595	John Anthony Frusciante war in keinem wirklich großen Film	N
GW85	T1595	John Anthony Frusciante war tot.	C
GW84	T1595	John Frusciante tritt seit über dreißig Jahren auf.	E
GW84	T1595	John Frusciante wurde von Warner Bros. für längere Zeit als jedes andere Label	N
GW84	T1595	John Frusciante wurde an der Westküste geboren.	C
GW74	T1596	Er heiratete Emma Coronel Aispuro 7 Jahre vor seiner zweiten Einnahme.	E
GW74	T1596	Die Vereinigten Staaten und Mexiko verlieh eine Belohnung für die Gefangennahme von Joaqu-n Guzm-n im Jahr 2001, da er gesucht wurde.	N
GW74	T1596	Nach seiner Flucht im Juli 2015 wurde er nie gefangen genommen.	C
GW1	T1596	Im Sommer 2015 entkam Joaqu n Guzm n zuletzt dem Gewahrsam.	E
GW1	T1596	Joaqu n Guzm ns Geburtsdatum ist nicht bekannt, weil seine Geburtsunterlagen in einem Feuer verloren gingen.	N
GW1	T1596	Joaqu-n Guzm-n wird seit Ende des 20. Jahrhunderts gesucht.	C
GW4	T1596	Joaqu en Guzm en ist mehr als einmal aus dem Gefängnis geflohen.	E
GW4	T1596	Joaqu n Guzm n wurde in die Vereinigten Staaten zum Prozess gebracht.	N
GW4	T1596	In den Vereinigten Staaten brach Joaqu n Guzm n aus dem Gefängnis aus.	C
GW84	T1597	JonTron hat seinen eigenen Kanal für fast zehn Jahre.	E
GW84	T1597	JonTron postet mehr auf Gaming als auf Comedy.	N
GW84	T1597	JonTron hat über 10 Millionen Abonnenten.	C
GW86	T1597	JonTron hat über 600 Millionen Ansichten erhalten.	E
GW86	T1597	JonTron hat ab 2019 über 5 Millionen Abonnenten.	N
GW86	T1597	JohnTron hat über zehn assoziierte Handlungen.	C
GW1	T1597	JonTron wurde über zwei Drittel einer Milliarde Mal gesehen.	E
GW1	T1597	JonTron konzentrierte sich auf Comedy, bevor er sich auf Gaming konzentrierte.	N
GW1	T1597	JonTron ist seit über einem Jahrzehnt aktiv.	C
GW84	T1599	Nur Nuisance war ein bekannter Hund aus Afrika.	E
GW84	T1599	Nur Nuisance starb 1944 an Herzwürmern.	N
GW84	T1599	Nur Nuisance war schwanger, als sie starb.	C
GW68	T1599	Nur Nuisance starb am selben Tag des Jahres, an dem er geboren wurde.	E
GW68	T1599	Er hatte zu Lebzeiten sieben Nachkommen.	N
GW68	T1599	Seine Geburt war in der gleichen Stadt wie sein Tod.	C
GW4	T1599	Nur Nuisance wurde in Afrika geboren.	E
GW4	T1599	Nur Nuisance war groß für einen großen Dane.	N
GW4	T1599	Nur Nuisance lebte, bis er neun Jahre alt war.	C
GW74	T1604	Justus von Liebig starb etwa einen Monat, bevor er 70 wurde.	E
GW74	T1604	Nach seinem 66. Geburtstag gewann Justus von Liebig die Albert-Medaille.	N
GW74	T1604	Justus von Liebig starb in derselben Stadt, in der er geboren wurde.	C
GW85	T1604	Justus von Liebig wurde im Frühjahr 1803 geboren.	E
GW85	T1604	Justus von Liebig lebte als ein sehr alter Mann.	N
GW85	T1604	Justus von Liebig war kein wichtiger Teil der Geschichte.	C
GW68	T1604	Justus von Liebig gewann die Albert-Medaille, als er 65, 66 oder 67 Jahre alt war.	E
GW68	T1604	Er begann seine Arbeit an der Universität München vor der Universität Glessen.	N
GW68	T1604	Der Monat, in dem Justus von Liebig starb, war der gleiche Monat des Jahres, in dem er geboren wurde.	C
GW4	T1605	John Robert Gregg war als Lehrer bekannt.	E
GW4	T1605	John Robert Gregg sprach mehr als eine Sprache.	N
GW4	T1605	John Robert Gregg wurde geboren und starb im selben Land.	C
GW74	T1605	John Robert Gregg starb vor seinem 81. Geburtstag.	E
GW74	T1605	John Robert schuf Gregg Shorthand, als er in Irland lebte.	N
GW74	T1605	John Robert Gregg starb im Land seiner Geburt.	C
GW84	T1605	John Robert Gregg stammte aus einem europäischen Land.	E
GW84	T1605	John Robert Gregg war mehr für das Schreiben als für das Erfinden bekannt.	N
GW84	T1605	John Robert Gregg starb im späteren Teil der 1900er Jahre.	C
GW4	T1606	Katy Perry war für kurze Zeit verheiratet.	E
GW4	T1606	Katy Perry hat immer in Kalifornien gelebt.	N
GW4	T1606	Katy Perry benutzt ihren rechtlichen Namen für ihren Künstlernamen.	C
GW84	T1606	Katy Perrys richtiger Nachname ist Hudson.	E
GW84	T1606	Katy Perry hat nur einen Onkel, Frank Perry.	N
GW84	T1606	Katy Perry war fünf Jahre verheiratet.	C
GW85	T1606	Katy Perry ist ein Popstar.	E
GW85	T1606	Katy Perry war schon mal verheiratet.	N
GW85	T1606	Katy Perry hatte noch nie einen großen Hit in der Musik.	C
GW14	T1609	Chandrashekhar Prajapati hat mit Fox Star Studios an mindestens einem Projekt gearbeitet.	E
GW14	T1609	Jolly LLB 2 DVD wurde mit englischen Untertiteln veröffentlicht	N
GW14	T1609	Jolly LLB 2 wurde im selben Monat international veröffentlicht.	C
GW1	T1609	Jolly LLB 2 dauert über zwei Stunden, um in seiner Gesamtheit zu sehen.	E
GW1	T1609	Das einzige Land, in dem Jolly LLB 2 auftauchte, war Indien.	N
GW1	T1609	Jolly LLB 2 machte über 175 Crore über das Budget an der Kasse.	C
GW0	T1609	Jolly LLB 2 wurde im Winter 2017 in Indien veröffentlicht.	E
GW0	T1609	Fox Star Studios hat alle Filme von Subhash Kapoor veröffentlicht.	N
GW0	T1609	Jolly LLB 2 spielt selbst den Autor/Regisseur.	C
GW84	T1609	Jolly LLB 2 wurde von Fox Star Studios vertrieben.	E
GW84	T1609	Jolly LLB 2 wurde im Februar 2017 in den USA veröffentlicht.	N
GW84	T1609	Jolly LLB 2 ist ein englischer Film.	C
GW60	T1610	Dunlop ist kein Engländer.	E
GW60	T1610	Dunlop erfand den Luftreifen im 19. Jahrhundert.	N
GW60	T1610	Dunlop war der erste, der den pneumatischen Reifen patentierte.	C
GW1	T1610	John Boyd Dunlop starb im Herbst 1921.	E
GW1	T1610	John Boyd Dunlop erfand den Luftreifen gegen Ende seines Lebens.	N
GW1	T1610	John Boyd Dunlop wurde in der zweiten Hälfte des 19. Jahrhunderts geboren.	C
GW84	T1610	John Boyd Dunlop lebte in mehr als einem Land.	E
GW84	T1610	John Boyd Dunlop verbrachte mehr Zeit in Irland als in Schottland.	N
GW84	T1610	John Boyd Dunlop feierte Halloween, bevor er dieses Jahr starb.	C
GW90	T1611	Jesse Lon Plemons ist ein Komiker von 1998 bis zu seinem Tod in Dallas, Texas, USA.	E
GW90	T1611	Kirsten Dunst ist der Partner von Jesse Lon Plemons aus dem Jahr 2016 zu präsentieren und sie haben ein Kind.	N
GW90	T1611	Jesse Lon Plemons und Kirsten Dunst waren seit 1998 Partner.	C
GW1	T1611	Jesse Plemons begann seine Karriere im Alter von zehn Jahren.	E
GW1	T1611	Jesse Plemons traf seine Frau durch seine Arbeit.	N
GW1	T1611	Jesse Plemons ist seit fast einem Jahrzehnt verheiratet.	C
GW4	T1611	Jesse Plemons hat sich verlobt, als sie 28 Jahre alt waren.	E
GW4	T1611	Jesse Plemons hat Auszeichnungen für ihr Schauspiel gewonnen.	N
GW4	T1611	Jesse Plemons hatte keine Kinder.	C
GW2	T1615	Jodie Whittaker ist eine Schauspielerin, die in Großbritannien lebt.	E
GW2	T1615	Jodie Whittaker lebt mit ihrem Sohn in London.	N
GW2	T1615	Jodie Whittaker spielt seit über 40 Jahren.	C
GW28	T1615	Jodie Whittaker ist eine englische Schauspielerin.	E
GW28	T1615	Jodie Whittaker ist mit einer Tochter verheiratet.	N
GW28	T1615	Jodie Whittaker ist seit ihren Teenagern aktiv.	C
GW68	T1615	Jodie Whittaker wurde zunächst aktiv, als sie 22, 23 oder 24 Jahre alt war.	E
GW68	T1615	Jodie Whittaker hat ein kleines Mädchen.	N
GW68	T1615	Mit 28 Jahren heiratete sie Christian Contreras.	C
GW4	T1616	Julianne Moore wurde auf einer Militärbasis geboren.	E
GW4	T1616	Julianne Moore hatte beide ihre Kinder mit Bart	N
GW4	T1616	Julianne Moore hat noch nie einen Preis gewonnen.	C
GW74	T1616	Julie Anne Smith begann ihre berufliche Laufbahn, nachdem sie 22 Jahre alt geworden war.	E
GW74	T1616	Julie Anne Smith und Bart Freundlich haben 2 Kinder zusammen.	N
GW74	T1616	Julie Anne Smith lebt in ihrer Geburtsstadt.	C
GW1	T1616	Julianne Moore hat einen Geburtstag, der spät im Jahr kommt.	E
GW1	T1616	Julianne Moore hat immer in der Nähe der Ostküste gelebt.	N
GW1	T1616	Julianne Moores erste Ehe dauerte mehr als ein Jahrzehnt.	C
GW86	T1619	Katherine und James Waterston hatten denselben Vater.	E
GW86	T1619	Katherine Waterston studierte Schauspiel an der New York University.	N
GW86	T1619	Katherine und James Waterston hatten dieselbe Mutter.	C
GW76	T1619	Katherine Waterstons Schauspielkarriere begann 2004.	E
GW76	T1619	Katherine Waterstons Schauspielarbeit war meistens im Fernsehen.	N
GW76	T1619	Katherine Waterston hat nie seinen Abschluss in der High School gemacht.	C
GW1	T1619	Katherine Waterston gilt als groß für eine Frau in den meisten Kulturen.	E
GW1	T1619	Katherine Waterston hat immer entweder in New York oder England gelebt.	N
GW1	T1619	Katherine Waterston wirkt seit mehr als 20 Jahren.	C
GW31	T1620	Joan Baez lebt in Staten Island, New York und ist seit 1958 Musikerin.	E
GW31	T1620	Joan Baez schrieb die meiste Musik, die sie aufführte und heute noch spielt.	N
GW31	T1620	Joan Baez spielte in ihrer langen Karriere keine Instrumente.	C
GW84	T1620	Joan Baez kommt aus den östlichen USA.	E
GW84	T1620	Joan Baez wurde zum ersten Mal bei RCA unter Vertrag genommen.	N
GW84	T1620	Joan Baez starb im Alter von 70 Jahren.	C
GW1	T1620	Joan Baez hat seit mehr als sechs Jahrzehnten eine aktive Karriere	E
GW1	T1620	Joan Baez konnte Klavier spielen, bevor sie Gitarre spielte.	N
GW1	T1620	Joan Baez wurde in der ersten Hälfte des 19. Jahrhunderts geboren.	C
GW40	T1624	Gerechtigkeit ist eine Hausgruppe, die aus Paris, Frankreich, stammt.	E
GW40	T1624	Die Justiz ist derzeit noch aktiv und ist seit 2003 aktiv.	N
GW40	T1624	Justice wurde nur auf einem Label signiert und hat keine Website.	C
GW84	T1624	Die Gerechtigkeit tritt seit über zehn Jahren auf.	E
GW84	T1624	Gerechtigkeit hat nur in Frankreich stattgefunden.	N
GW84	T1624	Seit den 1990er Jahren hat sich die Gerechtigkeit durchgesetzt.	C
GW6	T1624	Seit über einem Dutzend Jahren gibt es Gerechtigkeit.	E
GW6	T1624	Die Gerechtigkeit wurde zum ersten Mal in den Atlantik unterzeichnet.	N
GW6	T1624	Gerechtigkeit ist 20 Jahre alt.	C
GW1	T1625	Die Karriere von Katie Price ist seit mehr als 20 Jahren aktiv.	E
GW1	T1625	Katie Price hat schon immer in England gelebt.	N
GW1	T1625	Katie Price wurde Ende 1978 geboren.	C
GW14	T1625	Katie Price ist kürzer als professionelle Basketballspieler.	E
GW14	T1625	Katie Price hat 2 Jungen und 3 Mädchen.	N
GW14	T1625	Katie Price hatte nie einen Spitznamen.	C
GW87	T1625	Katie Price war dreimal verheiratet.	E
GW87	T1625	Katie Price ist bekannt für Menschen, die in Großbritannien leben.	N
GW87	T1625	Katie Price ist eine bekannte amerikanische Schauspielerin.	C
GW84	T1627	Jet Li wurde außerhalb der USA geboren.	E
GW84	T1627	Jet Li begann in den USA zu agieren.	N
GW84	T1627	Jet Li ist seit über vierzig Jahren aktiv.	C
GW25	T1627	Jet Li ist ein chinesischer Schauspieler, der seit 1982 in der Filmindustrie tätig ist.	E
GW25	T1627	Jet Li drehte 1990 seinen ersten Film.	N
GW25	T1627	Jet Li war zuerst verheiratet, bevor er begann, in der Filmindustrie zu arbeiten.	C
GW1	T1627	Jet Li hat einen Frühlingsgeburtstag.	E
GW1	T1627	Jet Li änderte seine Nationalität beim ersten Mal, weil er in China verärgert war.	N
GW1	T1627	Jet Li wartete über ein Jahrzehnt, um wieder zu heiraten.	C
GW84	T1630	Keerthy Suresh wurde im Herbst geboren.	E
GW84	T1630	Keerthy Suresh ist mehr für ihr Modeln als für ihr Schauspiel bekannt.	N
GW84	T1630	Keerthy Suresh ist ein amerikanisches Modell.	C
GW1	T1630	Keerthy Suresh wurde 1992 im Herbst geboren.	E
GW1	T1630	Keerthy Suresh hat immer in Indien gelebt.	N
GW1	T1630	Keerthy Suresh ist insgesamt seit über einem Jahrzehnt aktiv.	C
GW25	T1630	Keerthy Suresh wurde in Indien geboren und nahm eine 11-jährige Pause von ihrer Schauspiel- und Modelkarriere.	E
GW25	T1630	Keerthy Suresh hat in mehreren hochkarätigen Filmen Rollen gespielt.	N
GW25	T1630	Keerthy Suresh ist ein indischer Politiker.	C
GW4	T1631	Kara-Khanid Khanate wurde von einem König regiert.	E
GW4	T1631	Kara-Khanid Khanate hatte viele Menschen, die Arabisch waren.	N
GW4	T1631	Kara-Khanid Khanate dauerte über 1000 Jahre.	C
GW68	T1631	Das Kara-Khanid Khanate war 372 Jahre lang aktiv.	E
GW68	T1631	Das Khanat hatte 11 verschiedene Khans.	N
GW68	T1631	Tengrismus war die Religion des Kara-Khanid Khanate für länger als der Islam war.	C
GW1	T1631	Die Änderung der Religion in Kara-Khanid Khanate kam in der ersten Hälfte des 10. Jahrhunderts.	E
GW1	T1631	Die einzige Regierung, die Kara-Khanid Khanate je hatte, war eine Monarchie.	N
GW1	T1631	Kara-Khanid Khanate wurde im zweiten Jahrzehnt des 12. Jahrhunderts aufgelöst.	C
GW4	T1632	Joy Division war vier Jahre lang eine Band.	E
GW4	T1632	Joy Division veröffentlichte mehrere Alben.	N
GW4	T1632	Die Joy Division tritt heute noch zusammen auf.	C
GW6	T1632	Joy Division existierte für weniger als ein halbes Jahrzehnt.	E
GW6	T1632	1976 trat Joy Division dem Factory Label bei.	N
GW6	T1632	New Order hat keine Verbindungen zu britischen Bands.	C
GW68	T1632	Joy Division war vorübergehend als Warschau bekannt, die ein Jahr nach seiner Tätigkeit begann.	E
GW68	T1632	Joy Divison besteht aus fünf Bandmitgliedern.	N
GW68	T1632	Sie waren über ein Jahrzehnt im Post-Punk tätig.	C
GW40	T1633	Die offizielle Webseite von Jon Jones ist www.jonnybones.com.	E
GW40	T1633	Jon Jones ging an das Iowa Central Community College, wo er seinen Abschluss machte.	N
GW40	T1633	Jon Jones ist ein einziges Kind und hat keine nennenswerten Verwandten.	C
GW0	T1633	Jon Jones ging im Mittleren Westen aufs College.	E
GW0	T1633	Jon Jones hat nur zwei Geschwister.	N
GW0	T1633	Jon Jones besuchte eine Ivy League-Schule.	C
GW1	T1633	Auch Jon Jones zwei Brüder sind ziemlich bekannt.	E
GW1	T1633	Jon Jones spielte Kampfkunst am Iowa Central Community College.	N
GW1	T1633	Jon Jones hat die Highschool verlassen.	C
GW4	T1637	John Logie Baird ging aufs College in dem Land, in dem er geboren wurde.	E
GW4	T1637	John Logie Baird hatte beide Kinder mit Margaret Albu.	N
GW4	T1637	John Logie Baird wurde geboren und starb im selben Land.	C
GW31	T1637	John Logie Baird war ein britischer Staatsbürger schottischer Abstammung.	E
GW31	T1637	John Logie Baird wuchs in einem religiösen Haushalt auf.	N
GW31	T1637	John Logie Baird lebte bis zu seinen achtziger Jahren.	C
GW1	T1637	John Logie Baird war eineinhalb Jahre vor seinem Tod verheiratet.	E
GW1	T1637	John Logie Baird war Geschäftsmann, bevor er ein Erfinder war.	N
GW1	T1637	John Logie Baird wurde im Herbst 1888 geboren.	C
GW2	T1638	Julie Andrews wurde in Europa geboren.	E
GW2	T1638	Julie Andrews hat drei Töchter.	N
GW2	T1638	Julie Andrews ist eine Sängerin, die nur einen Ehepartner hatte.	C
GW0	T1638	Dame Julie Andrews spielt seit ihrem zehnten Lebensjahr.	E
GW0	T1638	Julie Andrews hat drei Töchter mit Blake Edwards.	N
GW0	T1638	Julie Andrews wurde in Englands Hauptstadt geboren.	C
GW84	T1638	Julie Andrews trat vor über sechzig Jahren auf.	E
GW84	T1638	Julie Andrews lebte die meiste Zeit ihres Lebens in England.	N
GW84	T1638	Julie Andrews war länger mit Tony Walton verheiratet als mit Blake Edwards.	C
GW84	T1639	Julia Louis-Dreyfus ist seit über 30 Jahren verheiratet.	E
GW84	T1639	Julia Louis-Dreyfus war 10 Jahre mit Brad Hall zusammen, bevor er ihn heiratete.	N
GW84	T1639	Julia Louis-Dreyfus wurde außerhalb der USA geboren.	C
GW85	T1639	Julia Louis-Dreyfus ist verheiratet und hat Kinder.	E
GW85	T1639	Julia hat sich in ihrer Karriere als Schauspielerin sehr gut geschlagen.	N
GW85	T1639	Julia ist pleite und hat nie einen Preis gewonnen.	C
GW68	T1639	Ihr Großvater Pierre hat den gleichen Nachnamen wie ihr Vater Gerard.	E
GW68	T1639	Julias Alma Mater ist in dem Zustand, in dem sie geboren wurde.	N
GW68	T1639	Julia Louis-Dreyfus ließ sich von Brad Hall scheiden, als sie 50 wurde.	C
GW84	T1642	Juni Carter Cash wurde in Oststaaten geboren und starb.	E
GW84	T1642	Juni Carter Cash wurde mit Elvis Presley assoziiert.	N
GW84	T1642	Juni Carter Cash spielte über achtzig Jahre lang.	C
